row,pl_name,st_name,st_num,pl_num,dis_met,dis_year,dis_loc,dic_fac,pl_orbper,pl_orb,pl_rade,pl_radj,pl_masse,pl_massj,pl_temp,st_spectype,st_temp,st_rad,st_mass,glat,glon,sy_dist,habit
876,HD 68402 b,HD 68402,1,1,Radial Velocity,2016,Ground,Multiple Observatories,1103,2.18,13.1,1.17,975.7381,3.07,,G5 IV/V,5950,1.02,1.12,-21.3066,287.055,78.4293,0
877,HD 68988 b,HD 68988,1,1,Radial Velocity,2001,Ground,Multiple Observatories,6.27711,0.07,13.4,1.2,626.1251,1.97,,G2 V,5932,1.19,1.28,33.91904,155.2631,60.8447,0
878,HD 69830 b,HD 69830,1,3,Radial Velocity,2006,Ground,La Silla Observatory,8.667,0.0785,3.17,0.283,10.2,0.0321,,,5385,,0.86,12.82375,234.5634,12.5591,0
879,HD 69830 c,HD 69830,1,3,Radial Velocity,2006,Ground,La Silla Observatory,31.56,0.186,3.46,0.309,11.8,0.0371,,,5385,,0.86,12.82375,234.5634,12.5591,0
880,HD 69830 d,HD 69830,1,3,Radial Velocity,2006,Ground,La Silla Observatory,197,0.63,4.45,0.397,18.1,0.057,,,5385,,0.86,12.82375,234.5634,12.5591,0
881,HD 70573 b,HD 70573,1,1,Radial Velocity,2007,Ground,La Silla Observatory,851.8,1.76,12.8,1.14,1900,6.1,,G1-1.5 V,5737,,1,21.11209,222.0659,59.182,0
882,HD 70642 b,HD 70642,1,1,Radial Velocity,2003,Ground,Anglo-Australian Telescope,2124.54,3.318,13.4,1.19,633.43519,1.993,,G5,5732,0.98,1.08,-1.67275,257.6123,29.276,0
883,HD 7199 b,HD 7199,1,1,Radial Velocity,2011,Ground,La Silla Observatory,615,1.36,11.1,0.993,85.8141,0.27,,,5371,0.97,0.77,-50.82386,299.8425,36.1531,0
884,HD 72490 b,HD 72490,1,1,Radial Velocity,2018,Ground,W. M. Keck Observatory,858,1.88,13.5,1.2,561.92344,1.768,,,4934,4.96,1.21,28.67974,211.7963,126.339,0
885,HD 72659 b,HD 72659,1,1,Radial Velocity,2002,Ground,W. M. Keck Observatory,3658,4.75,13,1.16,1223.6455,3.85,,G0 V,5932,1.46,1.43,21.88109,226.7538,51.8949,0
886,HD 72892 b,HD 72892,1,1,Radial Velocity,2016,Ground,Multiple Observatories,39.475,0.228,12.8,1.14,1732.1735,5.45,,G5 V,5688,1.22,1.02,15.19221,238.3863,69.7311,0
887,HD 73267 b,HD 73267,1,1,Radial Velocity,2008,Ground,La Silla Observatory,1245.36,2.187,13.1,1.17,984.31951,3.097,,G5 V,5387,0.91,0.9,3.792397,255.0863,50.4093,0
888,HD 73526 b,HD 73526,1,2,Radial Velocity,2002,Ground,Anglo-Australian Telescope,188.3,0.65,13.1,1.17,978.9164,3.08,,,5601,1.53,1.14,-0.1857926,260.6811,97.2396,0
889,HD 73526 c,HD 73526,1,2,Radial Velocity,2005,Ground,Anglo-Australian Telescope,379.1,1.03,13.3,1.19,715.09,2.25,,,,,1.01,-0.1857926,260.6811,97.2396,0
890,HD 73534 b,HD 73534,1,1,Radial Velocity,2008,Ground,W. M. Keck Observatory,1750,2.99,13.7,1.23,353.42696,1.112,,G5 IV,4917,2.58,1.16,29.6982,213.0528,83.3321,0
891,HD 74156 b,HD 74156,1,2,Radial Velocity,2003,Ground,Haute-Provence Observatory,51.645,0.292,13.4,1.2,572.07,1.8,,G0,6068,1.48,1.24,26.70514,221.985,57.603,0
892,HD 74156 c,HD 74156,1,2,Radial Velocity,2003,Ground,Haute-Provence Observatory,2473,3.85,12.6,1.12,2561.6,8.06,,G0,6068,1.48,1.24,26.70514,221.985,57.603,0
893,HD 7449 b,HD 7449,2,1,Radial Velocity,2011,Ground,La Silla Observatory,1255.5,2.38,14.2,1.27,161.45764,0.508,,,6024,0.97,1.05,-67.246,137.9188,38.662,0
894,HD 75289 b,HD 75289,2,1,Radial Velocity,1999,Ground,La Silla Observatory,3.50927,0.05,14.2,1.27,155.7367,0.49,1260,G0,6117,1.23,1.29,1.089509,262.2094,29.1158,0
895,HD 75784 b,HD 75784,1,2,Radial Velocity,2014,Ground,W. M. Keck Observatory,341.2,1.032,13.8,1.23,317.83,1,,K3 IV,4867,3.4,1.26,32.73154,214.2815,85.4321,0
896,HD 75784 c,HD 75784,1,2,Radial Velocity,2018,Ground,W. M. Keck Observatory,7900,8.4,12.8,1.14,1792.5612,5.64,,G5,4867,3.4,1.26,32.73154,214.2815,85.4321,0
897,HD 75898 b,HD 75898,1,1,Radial Velocity,2007,Ground,W. M. Keck Observatory,422.9,1.191,13.2,1.18,861.3193,2.71,,G0,5963,1.58,1.26,38.93641,190.9699,78.0505,0
898,HD 76700 b,HD 76700,1,1,Radial Velocity,2002,Ground,Anglo-Australian Telescope,3.97097,0.05,9.6,0.856,66.7443,0.21,,,5644,1.37,0.99,-13.91808,282.4907,60.8831,0
899,HD 76920 b,HD 76920,1,1,Radial Velocity,2017,Ground,Multiple Observatories,415.4,1.149,13,1.16,1249.0719,3.93,,K1 III,4698,7.47,1.17,-14.09992,282.9518,184.031,0
900,HD 77338 b,HD 77338,1,1,Radial Velocity,2012,Ground,La Silla Observatory,5.7361,0.06,4.12,0.368,15.9,0.05,,,5341,0.97,1.37,13.55217,251.3629,45.935,0
901,HD 7924 b,HD 7924,1,3,Radial Velocity,2008,Ground,W. M. Keck Observatory,5.39792,0.06,2.4,0.214,6.3566,0.02,826,K0 V,5131,0.78,0.65,13.94564,124.7357,16.9922,0
902,HD 7924 c,HD 7924,1,3,Radial Velocity,2015,Ground,W. M. Keck Observatory,15.299,0.1134,2.72,0.243,7.86,0.02473,584,K0.5 V,5075,0.78,0.83,13.94564,124.7357,16.9922,0
903,HD 7924 d,HD 7924,1,3,Radial Velocity,2015,Ground,W. M. Keck Observatory,24.451,0.1551,2.42,0.216,6.44,0.02026,499,K0.5 V,5075,0.78,0.83,13.94564,124.7357,16.9922,0
904,HD 79498 b,HD 79498,2,1,Radial Velocity,2011,Ground,McDonald Observatory,1807,2.98,13.6,1.22,425.8922,1.34,,G5,5748,1.05,1.08,41.32193,204.7022,48.9489,0
905,HD 80606 b,HD 80606,2,1,Radial Velocity,2001,Ground,Multiple Observatories,111.4367,0.4565,11.994,1.07,1392.0954,4.38,405,G5,5561,1.04,1.15,44.31123,167.4292,66.4711,0
906,HD 80653 b,HD 80653,1,1,Transit,2020,Space,K2,0.719573,0.0166,1.613,0.144,5.6,0.01762,,G2,6080,1.22,1.18,39.62455,216.4997,109.86,0
907,HD 81040 b,HD 81040,1,1,Radial Velocity,2005,Ground,Multiple Observatories,1001.70001,1.94,12.6,1.13,2310.6241,7.27,,G2/G3,5755,0.91,1.05,42.3267,209.3637,34.4341,0
908,HD 81688 b,HD 81688,1,1,Radial Velocity,2007,Ground,Okayama Astrophysical Observatory,184.02,0.81,13.2,1.18,858.1,2.7,,,4753,13,2.1,46.07488,174.2266,85.7183,0
909,HD 81817 b,HD 81817,1,1,Radial Velocity,2020,Ground,Bohyunsan Optical Astronomical Observatory,1047.1,3.3,11.9,1.06,8613.193,27.1,,K3 III,4140,83.8,4.3,32.65295,130.6518,269.126,0
910,HD 82886 b,HD 82886,1,1,Radial Velocity,2011,Ground,W. M. Keck Observatory,705,1.58,13.3,1.19,740.5439,2.33,,,4953,5.26,2.53,47.76865,190.0275,127.061,0
911,HD 82943 b,HD 82943,1,2,Radial Velocity,2003,Ground,La Silla Observatory,441.47,1.18306,13.5,1.2,534.25,1.681,,,5935,1.18,1.08,28.25118,245.8426,27.5902,0
912,HD 82943 c,HD 82943,1,2,Radial Velocity,2003,Ground,La Silla Observatory,220.078,0.74345,13.4,1.2,622.603,1.959,,,5935,1.18,1.08,28.25118,245.8426,27.5902,0
913,HD 8326 b,HD 8326,1,1,Radial Velocity,2019,Ground,Las Campanas Observatory,158.991,0.533,9.58,0.855,66.6,0.20955,,K2 V,4914,,0.8,-83.16165,212.7088,30.6862,0
914,HD 83443 b,HD 83443,1,1,Radial Velocity,2002,Ground,Multiple Observatories,2.9857,0.04,12.7,1.14,108.0622,0.34,,,5442,0.94,0.79,6.67919,269.5954,40.8991,0
915,HD 8535 b,HD 8535,2,1,Radial Velocity,2010,Ground,La Silla Observatory,1313,2.45,14,1.25,216.1244,0.68,,G0 V,6136,1.19,1.13,-74.38896,279.9205,55.4401,0
916,HD 85390 b,HD 85390,1,1,Radial Velocity,2009,Ground,La Silla Observatory,799.52,1.373,6.16,0.55,31.46517,0.099,,,5186,0.8,0.76,3.185424,275.5459,33.5225,0
917,HD 85512 b,HD 85512,1,1,Radial Velocity,2011,Ground,La Silla Observatory,58.43,0.26,1.72,0.153,3.6,0.011,298,K5 V,4300,0.71,0.43,8.159885,271.6759,11.281,0
918,HD 8574 b,HD 8574,1,1,Radial Velocity,2002,Ground,Haute-Provence Observatory,227,0.76,13.4,1.19,645.1949,2.03,,F8,6064,1.38,1.34,-33.71956,131.8503,44.8264,0
919,HD 86081 b,HD 86081,2,1,Radial Velocity,2006,Ground,W. M. Keck Observatory,2.1378431,0.0346,13.6,1.21,470.3884,1.48,,F8,5939,1.46,1.21,37.60969,242.2008,103.936,0
920,HD 86226 b,HD 86226,1,2,Radial Velocity,2009,Ground,Las Campanas Observatory,1628,2.73,14.3,1.28,143.0235,0.45,176,G1 V,5863,1.05,1.02,23.62931,259.3951,45.683,0
921,HD 86226 c,HD 86226,1,2,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),3.98442,0.049,2.16,0.193,7.25,0.02281,1311,G1 V,5863,1.05,1.02,23.62931,259.3951,45.683,0
922,HD 86264 b,HD 86264,1,1,Radial Velocity,2009,Ground,Lick Observatory,1475,2.86,12.7,1.13,2224.81,7,,,6210,1.88,1.42,29.65573,253.1598,67.8107,0
923,HD 8673 b,HD 8673,2,1,Radial Velocity,2009,Ground,Thueringer Landessternwarte Tautenburg,1634,3.02,12.3,1.1,4513,14.2,,,6389.05,1.5,1.28,-27.74769,131.0002,37.8619,0
924,HD 86950 b,HD 86950,1,1,Radial Velocity,2016,Ground,Multiple Observatories,1270,2.72,13,1.16,1144.188,3.6,,K1 III,4805,8.8,1.66,29.40599,255.2327,209.839,0
925,HD 87646 b,HD 87646,3,1,Radial Velocity,2016,Ground,Apache Point Observatory,13.481,0.117,12.4,1.1,3941.092,12.4,,G,5770,1.55,1.12,51.02835,217.7724,73.58352,0
926,HD 87883 b,HD 87883,1,1,Radial Velocity,2009,Ground,Lick Observatory,2754,3.58,13.5,1.21,489.4582,1.54,,,4915,0.79,0.66,54.54046,191.1865,18.2912,0
927,HD 88133 b,HD 88133,1,1,Radial Velocity,2004,Ground,W. M. Keck Observatory,3.414884,0.0479,13.8,1.23,324.1866,1.02,,G5 IV,5392,2.2,1.26,51.89813,217.8104,73.6123,0
928,HD 89307 b,HD 89307,1,1,Radial Velocity,2009,Ground,Lick Observatory,2166,3.27,13.4,1.19,670.6213,2.11,,,5955,1.1,1.27,51.39563,227.3041,32.0104,0
929,HD 89345 b,HD 89345,1,1,Transit,2018,Space,K2,11.8143,0.1066,7.398,0.66,34.9613,0.11,1089,,5576,1.75,1.16,50.24661,230.8076,132.345,0
930,HD 89744 b,HD 89744,2,1,Radial Velocity,1999,Ground,Fred Lawrence Whipple Observatory,256.78,0.917,12.6,1.12,2653.8805,8.35,,F7 V,6291,2.13,1.86,56.39363,178.3898,38.6364,0
931,HD 90156 b,HD 90156,1,1,Radial Velocity,2009,Ground,La Silla Observatory,49.77,0.25,4.43,0.395,17.98,0.057,,,5599,,0.84,23.15207,268.3727,21.9496,0
932,HD 9174 b,HD 9174,1,1,Radial Velocity,2016,Ground,Multiple Observatories,1179,2.2,13.7,1.23,352.7913,1.11,,G8 IV,5577,1.67,1.03,-78.39009,174.5823,81.4893,0
933,HD 92788 b,HD 92788,1,2,Radial Velocity,2000,Ground,Multiple Observatories,325.803,0.97,13,1.16,1195.0408,3.76,,G6 V,5744,1.14,1.15,47.35227,251.2072,34.6538,0
934,HD 92788 c,HD 92788,1,2,Radial Velocity,2019,Ground,La Silla Observatory,11611.2975,10.5,13,1.16,1166.4361,3.67,,G6 V,5744,1.14,1.15,47.35227,251.2072,34.6538,0
935,HD 92987 b,HD 92987,1,1,Radial Velocity,2019,Ground,La Silla Observatory,10354.8375,9.62,12.2,1.09,5364.9704,16.88,,G2/G3 V,5770,1.58,1.08,17.39831,277.4193,43.5339,0
936,HD 93083 b,HD 93083,1,1,Radial Velocity,2005,Ground,La Silla Observatory,143.58,0.477,13.4,1.2,117.59,0.37,,K3 V,4995,,0.7,22.22149,274.6452,28.5159,0
937,HD 9446 b,HD 9446,1,2,Radial Velocity,2009,Ground,Haute-Provence Observatory,30.052,0.189,14,1.25,222.472,0.7,,G5 V,5793,1,1,-32.72103,133.7978,50.3503,0
938,HD 9446 c,HD 9446,1,2,Radial Velocity,2009,Ground,Haute-Provence Observatory,192.9,0.654,13.4,1.2,578.426,1.82,,G5 V,5793,1,1,-32.72103,133.7978,50.3503,0
939,HD 94834 b,HD 94834,1,1,Radial Velocity,2018,Ground,W. M. Keck Observatory,1576,2.74,13.7,1.22,400.4658,1.26,,,4798,4.2,1.11,64.14631,213.1287,98.1609,0
940,HD 95086 b,HD 95086,1,1,Imaging,2013,Ground,Paranal Observatory,,55.7,12.9,1.15,1589,5,1000,A8 III,7595,1.49,1.6,-8.075386,292.8029,86.2279,0
941,HD 95089 b,HD 95089,1,2,Radial Velocity,2009,Ground,W. M. Keck Observatory,464.4,1.36,13.7,1.22,400.4658,1.26,,,4918,5.08,1.54,52.94345,251.4125,136.957,0
942,HD 95089 c,HD 95089,1,2,Radial Velocity,2018,Ground,W. M. Keck Observatory,1785,3.33,13.1,1.17,1096.5135,3.45,,,4918,5.08,1.54,52.94345,251.4125,136.957,0
943,HD 95127 b,HD 95127,1,1,Radial Velocity,2015,Ground,McDonald Observatory,482,1.28,12.4,1.11,3378.5329,10.63,,K0,4218,41.01,3.7,61.99583,169.0374,676.579,0
944,HD 95338 b,HD 95338,1,1,Radial Velocity,2020,Ground,Las Campanas Observatory,55.087,0.262,3.89,0.347,42.44,0.13353,385,K0.5 V,5212,0.87,0.83,2.953957,287.9437,36.9941,0
945,HD 95872 b,HD 95872,1,1,Radial Velocity,2015,Ground,Multiple Facilities,4375,5.15,13,1.16,1188.6842,3.74,,K0 V,5312,0.84,0.7,34.28407,272.3363,72.2195,0
946,HD 96063 b,HD 96063,1,1,Radial Velocity,2011,Ground,W. M. Keck Observatory,362.5,1.11,13.7,1.22,403.6441,1.27,,,5020,4.75,1.37,50.76061,257.7784,140.065,0
947,HD 96127 b,HD 96127,1,1,Radial Velocity,2011,Ground,McDonald Observatory,647.29999,1.42,12.1,1.08,6661.7168,20.96,,K2 III,3943,51.1,10.94,62.73553,166.9656,587.659,0
948,HD 96167 b,HD 96167,2,1,Radial Velocity,2009,Ground,W. M. Keck Observatory,498.04,1.332,14,1.25,227.88411,0.717,,G5,5733,1.94,1.27,44.5785,264.8085,85.3006,0
949,HD 97048 b,HD 97048,1,1,Disk Kinematics,2019,Ground,Atacama Large Millimeter Array (ALMA),,130,13.3,1.18,794.575,2.5,,Be9.5/AO,10000,2.25,2.4,-15.914,297.3701,183.857,0
950,HD 97658 b,HD 97658,1,1,Radial Velocity,2010,Ground,W. M. Keck Observatory,9.4909,0.0796,2.354,0.21,8.88263,0.02795,757,K1,5175,0.74,0.89,68.29536,211.1618,21.5618,0
951,HD 98219 b,HD 98219,1,1,Radial Velocity,2011,Ground,W. M. Keck Observatory,433.8,1.26,13.4,1.2,624.21812,1.964,,,4925,4.6,1.41,34.12273,276.9206,113.704,0
952,HD 98649 b,HD 98649,1,1,Radial Velocity,2012,Ground,La Silla Observatory,6022.9725,6.57,12.7,1.13,2158.0657,6.79,,G3/G5 V,5790,1.01,1.03,35.10717,277.3054,42.1727,0
953,HD 98736 b,HD 98736,2,1,Radial Velocity,2018,Ground,W. M. Keck Observatory,968.8,1.864,13.3,1.19,740.5439,2.33,,,5271,0.93,0.92,67.52363,231.6479,32.4459,0
954,HD 99109 b,HD 99109,1,1,Radial Velocity,2005,Ground,W. M. Keck Observatory,439.29999,1.11,14.3,1.28,139.8452,0.44,,,5282,0.98,0.76,54.48402,263.2386,54.7901,0
955,HD 99492 b,HD 99492,2,1,Radial Velocity,2004,Ground,W. M. Keck Observatory,17.0431,0.12,5.02,0.448,22.2481,0.07,,K2 V,4815,0.83,0.48,58.50839,259.2795,18.2038,0
956,HD 99706 b,HD 99706,1,2,Radial Velocity,2011,Ground,W. M. Keck Observatory,841,1.98,13.7,1.22,390.9309,1.23,,,4862,5.52,1.46,66.2969,162.2667,146.6,0
957,HD 99706 c,HD 99706,1,2,Radial Velocity,2018,Ground,W. M. Keck Observatory,1278,,12.8,1.14,1808.4527,5.69,,,,,1.72,66.2969,162.2667,146.6,0
958,HIP 105854 b,HIP 105854,1,1,Radial Velocity,2014,Ground,Multiple Observatories,184.2,0.81,12.6,1.12,2606.1,8.2,,K2 III,4780,,2.1,-46.01461,5.449711,78.6381,0
959,HIP 107772 b,HIP 107772,1,1,Radial Velocity,2020,Ground,Multiple Observatories,55.199,0.243,3.64,0.325,12.9,0.04059,,M0 V,,,0.63,-50.427235,0.0516403,22.5,0
960,HIP 107773 b,HIP 107773,1,1,Radial Velocity,2015,Ground,Multiple Observatories,144.3,0.72,13.4,1.19,629.3034,1.98,,K1 III,4945,11.6,2.42,-42.79827,327.4021,105.18,0
961,HIP 109384 b,HIP 109384,1,1,Radial Velocity,2016,Ground,Haute-Provence Observatory,499.48,1.134,13.5,1.21,495.8148,1.56,,G5,5180,,0.78,12.4146,110.6427,58.9582,0
962,HIP 109600 b,HIP 109600,2,1,Radial Velocity,2016,Ground,Haute-Provence Observatory,232.08,0.706,13.2,1.18,851.7844,2.68,,G5,5530,,0.87,-22.0761,85.76187,66.3361,0
963,HIP 116454 b,HIP 116454,2,1,Transit,2014,Space,K2,9.1205,0.0906,2.466,0.22,12.7132,0.04,690,K1,5089,0.72,0.81,-56.97291,86.46119,62.4491,0
964,HIP 12961 b,HIP 12961,1,1,Radial Velocity,2010,Ground,La Silla Observatory,57.435,0.25,13.2,1.18,114.4188,0.36,,,3901,0.65,0.69,-63.65157,210.5393,23.371,0
965,HIP 14810 b,HIP 14810,1,3,Radial Velocity,2005,Ground,W. M. Keck Observatory,6.673892,0.0696,13,1.16,1239.537,3.9,,G5,5544,1.07,1.01,-31.09457,161.5509,50.48,0
966,HIP 14810 c,HIP 14810,1,3,Radial Velocity,2006,Ground,W. M. Keck Observatory,147.747,0.549,13.6,1.22,416.3573,1.31,,G5,5544,1.07,1.01,-31.09457,161.5509,50.48,0
967,HIP 14810 d,HIP 14810,1,3,Radial Velocity,2009,Ground,W. M. Keck Observatory,981.8,1.94,14.1,1.26,187.5197,0.59,,G5,5544,1.07,1.01,-31.09457,161.5509,50.48,0
968,HIP 35173 b,HIP 35173,1,1,Radial Velocity,2019,Ground,Las Campanas Observatory,41.516,0.217,3.61,0.322,12.7,0.03996,,K2 V,4881,,0.79,3.815015,219.0263,33.1562,0
969,HIP 38594 b,HIP 38594,1,2,Radial Velocity,2020,Ground,Multiple Observatories,60.722,0.256,2.77,0.247,8.1,0.02549,,M0,,,0.61,1.2975667,242.4019537,19.55,0
970,HIP 38594 c,HIP 38594,1,2,Radial Velocity,2020,Ground,Multiple Observatories,3477.768,3.805,7.94,0.708,48.4,0.15228,,M0,,,0.61,1.2975667,242.4019537,19.55,0
971,HIP 41378 b,HIP 41378,1,5,Transit,2016,Space,K2,15.572098,,2.9,0.259,8.75,0.0275,,,6226,1.34,1.17,25.64596,214.5264,106.289,0
972,HIP 41378 c,HIP 41378,1,5,Transit,2016,Space,K2,31.70648,,2.56,0.228,7.08,0.0223,,,6226,1.34,1.17,25.64596,214.5264,106.289,0
973,HIP 41378 d,HIP 41378,1,5,Transit,2016,Space,K2,1114,,3.96,0.353,14.9,0.0467,,,6226,1.34,1.17,25.64596,214.5264,106.289,0
974,HIP 41378 e,HIP 41378,1,5,Transit,2016,Space,K2,131,,5.51,0.492,26,0.0819,,,6226,1.34,1.17,25.64596,214.5264,106.289,0
975,HIP 41378 f,HIP 41378,1,5,Transit,2016,Space,K2,1084,,10.2,0.91,74,0.233,,,6226,1.34,1.17,25.64596,214.5264,106.289,0
976,HIP 4845 b,HIP 4845,1,1,Radial Velocity,2020,Ground,Multiple Observatories,34.15,0.176,3.89,0.347,14.4,0.04531,,,,,0.62,-73.098951,132.1994143,21.64,0
977,HIP 48714 b,HIP 48714,1,1,Radial Velocity,2020,Ground,Multiple Observatories,17.818,0.112,5.11,0.456,22.9,0.07205,,M0.5 Ve,,,0.58,44.3579883,149.2181624,10.48,0
978,HIP 5158 b,HIP 5158,1,2,Radial Velocity,2009,Ground,La Silla Observatory,345.72,0.89,13.6,1.21,451,1.42,,,4962,0.75,0.78,-84.27109,159.0359,51.6026,0
979,HIP 5158 c,HIP 5158,1,2,Radial Velocity,2011,Ground,La Silla Observatory,9017.76,7.7,12.2,1.09,4780.1632,15.04,,,4813,0.75,0.78,-84.27109,159.0359,51.6026,0
980,HIP 54373 b,HIP 54373,1,2,Radial Velocity,2019,Ground,Las Campanas Observatory,7.76,0.063,2.87,0.256,8.62,0.02712,,K5 V,4021,,0.57,37.18522,271.6509,18.7168,0
981,HIP 54373 c,HIP 54373,1,2,Radial Velocity,2019,Ground,Las Campanas Observatory,15.144,0.099,3.57,0.318,12.44,0.03914,,K5 V,4021,,0.57,37.18522,271.6509,18.7168,0
982,HIP 57274 b,HIP 57274,1,3,Radial Velocity,2011,Ground,W. M. Keck Observatory,8.1352,0.07,2.4,0.214,6.3566,0.02,,K4 V,4510,0.78,0.29,74.93215,194.2465,25.8618,0
983,HIP 57274 c,HIP 57274,1,3,Radial Velocity,2011,Ground,W. M. Keck Observatory,32.03,0.178,14.2,1.27,130,0.40902,,K4 V,4640,0.68,0.73,74.93215,194.2465,25.8618,0
984,HIP 57274 d,HIP 57274,1,3,Radial Velocity,2011,Ground,W. M. Keck Observatory,431.7,1.01,14.2,1.27,167.4,0.5267,,K4 V,4640,0.68,0.73,74.93215,194.2465,25.8618,0
985,HIP 63242 b,HIP 63242,1,1,Radial Velocity,2013,Ground,Multiple Observatories,124.6,0.565,12.5,1.12,2917.56,9.18,,G8,4830,,1.54,-2.782157,303.5609,156.456,0
986,HIP 65 A b,HIP 65 A,2,1,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),0.9809734,0.01782,22.754,2.03,1021.18779,3.213,1411,K4 V,4590,0.72,0.78,-60.79598,317.9412,61.7856,0
987,HIP 65407 b,HIP 65407,1,2,Radial Velocity,2016,Ground,Haute-Provence Observatory,28.125,0.177,14.3,1.28,136.03124,0.428,,K0,5460,,0.93,67.33012,108.799,61.7804,0
988,HIP 65407 c,HIP 65407,1,2,Radial Velocity,2016,Ground,Haute-Provence Observatory,67.3,0.316,13.9,1.24,249.17872,0.784,,K0,5460,,0.93,67.33012,108.799,61.7804,0
989,HIP 65426 b,HIP 65426,1,1,Imaging,2017,Ground,Paranal Observatory,,92,16.814,1.5,2860.47,9,1500,A2 V,8840,1.77,1.96,11.02912,308.1788,108.875,0
990,HIP 65891 b,HIP 65891,1,1,Radial Velocity,2015,Ground,Multiple Observatories,1084.5,2.81,12.8,1.14,1906.98,6,,K0 III,5000,8.93,2.5,3.823742,307.9937,150.292,0
991,HIP 67522 b,HIP 67522,1,1,Transit,2020,Space,Transiting Exoplanet Survey Satellite (TESS),6.959503,,10.07,0.898,72.4,0.228,1174,,5675,1.38,1.22,20.68605,314.7477,127.28,0
992,HIP 67537 b,HIP 67537,1,1,Radial Velocity,2017,Ground,Multiple Observatories,2556.5,4.91,12.4,1.11,3527.913,11.1,,K1 III,4985,8.69,2.41,21.58312,315.0336,116.046,0
993,HIP 67851 b,HIP 67851,1,2,Radial Velocity,2015,Ground,Multiple Observatories,88.9,0.46,13.6,1.21,438.6054,1.38,,K0 III,4890,5.92,1.63,25.83998,317.0504,64.1181,0
994,HIP 67851 c,HIP 67851,1,2,Radial Velocity,2015,Ground,Multiple Observatories,2131.8,3.82,12.7,1.14,2002.2,6.3,,K0 III,4890,5.92,1.63,25.83998,317.0504,64.1181,0
995,HIP 70849 b,HIP 70849,2,1,Radial Velocity,2009,Ground,La Silla Observatory,17337.5,20.25,12.5,1.12,2860,9,,K7 V,4105,,0.63,13.14521,319.9678,24.0572,0
996,HIP 71135 b,HIP 71135,1,1,Radial Velocity,2019,Ground,Las Campanas Observatory,87.19,0.335,4.55,0.406,18.8,0.05915,,M1,4146,,0.66,7.209288,318.1159,32.3311,0
997,HIP 74890 b,HIP 74890,1,1,Radial Velocity,2016,Ground,Multiple Observatories,822.3,2.1,13.3,1.18,762.792,2.4,,K1 III,4850,5.77,1.74,13.49314,330.3837,78.6562,0
998,HIP 78530 b,HIP 78530,1,1,Imaging,2010,Ground,Gemini Observatory,,740,12,1.07,7300,23,2700,B9 V,10500,2.11,2.5,22.681,350.8707,136.759,0
999,HIP 79098 AB b,HIP 79098 AB,2,1,Imaging,2019,Ground,Paranal Observatory,,345,12.1,1.08,6515.515,20.5,2450,,,,3.75,20.36828,350.7341,145.798,0
1000,HIP 79431 b,HIP 79431,1,1,Radial Velocity,2009,Ground,W. M. Keck Observatory,111.7,0.36,13.4,1.19,667.415,2.1,,,3420,0.48,0.48,22.96958,355.2003,14.5324,0
1001,HIP 8541 b,HIP 8541,2,1,Radial Velocity,2016,Ground,Multiple Observatories,1560.2,2.8,12.8,1.14,1748.065,5.5,,K2 III/IV,4670,7.83,1.17,-60.62966,285.4714,155.121,0
1002,HIP 91258 b,HIP 91258,1,1,Radial Velocity,2013,Ground,Haute-Provence Observatory,5.0505,0.06,13.7,1.23,346.4347,1.09,,G5 V,5519,0.89,0.97,25.3574,91.36225,45.8846,0
1003,HIP 97233 b,HIP 97233,1,1,Radial Velocity,2014,Ground,Multiple Observatories,1058.8,2.55,12.1,1.08,6356.3,20,,K0,5020,5.34,1.93,-12.37072,38.57819,102.275,0
1004,HN Peg b,HN Peg,1,1,Imaging,2006,Space,Spitzer Space Telescope,,773,11.777,1.051,6991.57,21.9987,,,5927.14,1.01,1.08,-28.26933,69.85939,18.1186,0
1005,HR 2562 b,HR 2562,1,1,Imaging,2016,Ground,Gemini Observatory,,20.3,12.442,1.11,9534.9,30,1200,F5 V,,,1.3,-23.4919,270.1757,34.0071,0
1006,HR 5183 b,HR 5183,2,1,Radial Velocity,2019,Ground,Multiple Observatories,27000,18,13.1,1.17,1026.5909,3.23,171,,5794,1.53,1.07,65.3868,337.8486,31.4607,0
1007,HR 810 b,HR 810,1,1,Radial Velocity,1999,Ground,La Silla Observatory,302.79999,0.92,13.3,1.19,721.4741,2.27,,,6167,1.13,1.34,-58.32362,268.8096,17.3181,0
1008,HR 858 b,HR 858,2,3,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),3.58599,0.048,2.085,0.186,5,0.0157,1572,,6201,1.31,1.15,-63.46905,228.1415,31.964,0
1009,HR 858 c,HR 858,2,3,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),5.97293,0.0674,1.939,0.173,4.42,0.0139,1326,,6201,1.31,1.15,-63.46905,228.1415,31.964,0
1010,HR 858 d,HR 858,2,3,Transit,2019,Space,Transiting Exoplanet Survey Satellite (TESS),11.23,0.1027,2.164,0.193,5.32,0.0168,1075,,6201,1.31,1.15,-63.46905,228.1415,31.964,0
1011,HR 8799 b,HR 8799,1,4,Imaging,2008,Ground,Gemini Observatory,170000,68,13,1.2,2000,7,1200,,7204.58,1.49,1.61,-35.57511,92.76423,41.2441,0
