name,orbit,orbit_period,star_brightness,star_temp,temp,radius_e,mass_e,density,discovered
OGLE-2016-BLG-0263L b,5.4,,,,,,1303.103,,2017
HD 205739 b,0.896,279.8,8.56,6176,,,435.41,,2008
OGLE-2013-BLG-0102L b,0.8,,,,,,3994.486,,2014
HD 45364 b,0.6813,226.93,8.062,5434,,,59.4953,,2008
HD 45364 c,0.8972,342.85,8.062,5434,,,209.0915,,2008
OGLE-2014-BLG-1722L b,1.9,,,,,,55.3,,2018
OGLE-2014-BLG-1722L c,2.5,,,,,,83.7,,2018
MOA-2010-BLG-477L b,2,,,5950,,,476.7,,2012
AU Mic b,0.066,8.46321,8.81,3700,,4.203,57.2094,4.4,2020
GJ 3341 b,0.089,14.207,12.08,3526,,,6.6,,2015
HATS-52 b,0.02498,1.36665436,13.669,6010,1834,15.491,711.9392,1.06,2017
MOA-2011-BLG-262L b,0.95,,,,,,17,,2014
HATS-70 b,0.03632,1.8882378,12.574,7930,2730,15.513,4100.007,6.64,2019
NGTS-2 b,0.063,4.511164,10.961,6478,1468,17.878,235.1942,0.226,2018
GJ 3634 b,0.0287,2.64561,11.93,,,,8.4,,2010
HATS-43 b,0.04944,4.3888497,13.593,5099,1003,13.227,82.95363,0.191,2018
OGLE-2017-BLG-0604L b,4.06,,,,,,162.0933,,2020
HR 858 b,0.048,3.58599,6.4,6201,1572,2.085,,,2019
HR 858 c,0.0674,5.97293,6.4,6201,1326,1.939,,,2019
HR 858 d,0.1027,11.23,6.4,6201,1075,2.164,,,2019
NGTS-4 b,0.019,1.3373508,,5143,1650,3.18,20.6,3.45,2019
OGLE-2008-BLG-355L b,1.7,,,,,,1462,,2014
WASP-124 b,0.0449,3.37265,12.7,6050,1400,13.899,190.698,0.43,2016
OGLE-2005-BLG-169L b,3.5,,,,,,14.1,,2006
MOA-2010-BLG-328L b,0.92,,,,,,9.2,,2013
KMT-2018-BLG-0748L b,0.62,,,,,,60.3877,,2020
WASP-41 c,1.07,421,11.6,5545,241,,1010.6994,,2015
WASP-41 b,,3.0524,11.6,5545,,12.33,270.1555,,2012
HD 21411 b,0.362,84.288,7.885,5605,,,65.9,,2019
WASP-79 b,,3.66238,10.1,6600,,18.719,270.1555,,2012
WASP-131 b,0.0607,5.322023,10.1,6030,1460,13.675,85.8141,0.2,2016
OGLE-2014-BLG-0676L b,4.4,,,,,,982.0947,,2016
OGLE-2017-BLG-0482L b,1.8,,,,,,9,,2018
OGLE-2012-BLG-0406L b,3.45,,,,,,867.64,,2013
NGTS-6 b,0.01677,0.882059,14.087,4730,1284,14.863,425.57437,0.711,2019
OGLE-2005-BLG-390L b,2.6,3285,,,50,,5.5,,2005
WASP-184 b,0.0627,5.1817,,6000,1480,14.908,181.1631,0.32,2019
OGLE-2017-BLG-1375L b,3.04,,,,,,3585.1224,,2020
OGLE-2013-BLG-1721L b,2.6,,,,,,203.4112,,2017
OGLE-2017-BLG-1434L b,1.18,,,,,,4.44962,,2018
OGLE-2016-BLG-1195L b,1.16,,,,,,1.43,,2017
MOA-2008-BLG-379L b,2.7,,,,,,1303.103,,2013
WASP-72 b,,2.21673,10.88,6250,,14.46,731.009,,2012
OGLE-2006-BLG-109L c,4.5,4927.5,,,,,86,,2008
OGLE-2006-BLG-109L b,2.3,1788.5,,,,,231,,2008
KMT-2016-BLG-1836L b,3.5,,,,,,699.226,,2019
HATS-16 b,0.03744,2.686502,13.834,5738,1592,14.572,1039.3041,1.86,2016
MXB 1658-298 b,1.613,760,,,,,7532.571,,2017
HATS-39 b,0.06007,4.5776348,12.746,6572,1645,17.598,200.2329,0.202,2018
HD 165155 b,1.13,434.5,9.36,5426,,,918.5287,,2016
HD 43197 b,0.92,327.8,8.98,5508,,,190.69,,2010
KMT-2019-BLG-0842L b,3.31,,,,,,10.28,,2020
OGLE-TR-10 b,0.0434,3.101278,14.93,5950,,14.011,197.046,0.4,2004
OGLE-2017-BLG-0406L b,3.5,,,,,,130.3103,,2020
OGLE-2013-BLG-0341L B b,0.702,,,,,,1.66,,2014
OGLE-2018-BLG-0740L b,6.1,5480,,5912,,,1525.584,,2019
OGLE-2012-BLG-0724L b,1.6,,,,,,149.3801,,2016
HD 169830 b,0.81,225.62,5.902,6299,,,915.31,,2000
HD 169830 c,3.6,2102,5.902,6299,,,1283.98,,2003
HATS-64 b,0.06562,4.908897,12.924,6554,1793,18.82,305.1168,0.245,2018
MOA-bin-1L b,8.3,,,,,,1175.9,,2012
HATS-40 b,0.04997,3.2642736,13.377,6460,2101,17.71,505.3497,0.49,2018
MOA-2016-BLG-319L b,0.95,,,,,,197.0546,,2018
MOA-bin-29 b,0.48,,,,,,190.698,,2019
OGLE-2012-BLG-0950L b,2.7,,,,,,35,,2016
HD 90156 b,0.25,49.77,6.92,5599,,,17.98,,2009
MOA-2013-BLG-220L b,3.03,,,,,,870.8542,,2014
HATS-22 b,0.05025,4.7228124,13.455,4803,858,10.682,870.8542,3.89,2017
OGLE-TR-56 b,0.02383,1.2119189,15.3,6050,2212,15.278,441.77,0.68,2002
KMT-2016-BLG-1820L b,1.08,,,,,,1452.4831,,2018
TOI-849 b,0.01598,0.76552414,11.98,5373.8,,3.444,39.09,5.2,2020
TOI-237 b,0.0341,5.436098,,3212,388,1.44,,,2020
MOA-2013-BLG-605L b,0.94,,,,,,3.2,,2016
KMT-2016-BLG-2142L b,0.83,,,,,,4923.1867,,2018
OGLE-2017-BLG-0173L b,3.913,,,,,,3.269,,2018
OGLE-2013-BLG-0911L b,0.39,,,,,,3022.5633,,2019
MOA-2007-BLG-400L b,0.72,,,,103,,263.79,,2008
MOA-2011-BLG-028L b,4.14,,,,,,30,,2016
UKIRT-2017-BLG-001L b,4.18,,,,,,406.8224,,2018
OGLE-2018-BLG-0596L b,0.97,,,,,,13.93,,2019
SWEEPS-11 b,0.03,1.796,19.83,,,12.666,3082.82,,2006
SWEEPS-4 b,0.055,4.2,18.8,,,9.079,1207.7,,2006
MOA-2011-BLG-291L b,0.69,,,,,,18,,2018
HATS-18 b,0.0174,0.83784,14.067,5600,2069,14.897,629.14449,1.1169,2016
MOA-2012-BLG-006L b,10.2,,,,,,2669.772,,2017
KMT-2016-BLG-0212L b,2.2,,,,,,5720.94,,2018
OGLE-2018-BLG-1011L b,1.8,,,,,,572.094,,2019
OGLE-2018-BLG-1011L c,0.8,,,,,,889.924,,2019
HATS-51 b,0.04639,3.3488702,12.471,5758,1553,15.805,244.09344,0.34,2017
OGLE-2015-BLG-0966L b,2.1,,,,,,21,,2016
OGLE-2014-BLG-1760L b,1.75,,,,,,177.9848,,2016
OGLE-2013-BLG-1761L b,1.8,,,,,,858.141,,2018
OGLE-2003-BLG-235L b,4.3,,,,,,826.358,,2004
OGLE-2015-BLG-1771L b,0.85,,,,,,137.62039,,2020
HD 20782 b,1.3649,597.0643,7.4,5790,,,472.83,,2006
HD 20781 b,0.0529,5.3135,8.48,5256,,,1.93,,2019
HD 20781 c,0.1004,13.8905,8.48,5256,,,5.33,,2019
HD 20781 d,0.1647,29.158,8.48,5256,,,10.61,,2019
HD 20781 e,0.3374,85.5073,8.48,5256,,,14.03,,2019
HD 45184 c,0.11,13.1354,6.37,5869,,,8.81,,2019
HD 45184 b,0.0644,5.8854,6.37,5869,,,12.19,,2019
K2-237 b,0.0353,2.1805577,11.601,6099,1838,18.405,392.83788,0.37,2018
OGLE-2015-BLG-0954L b,1.6,,,,,,1080.622,,2016
HATS-26 b,0.04735,3.3023881,12.955,6071,1918,19.616,206.5895,0.153,2016
HD 164604 b,1.331,641.472,9.7,4684,,,635,,2009
OGLE-2015-BLG-1670L b,2.62,,,,,,17.9,,2019
OGLE-2018-BLG-1700L b,2.8,,,,,,1398.452,,2020
K2-147 b,0.0159,0.961917,14.019,3672,,1.38,,,2018
MOA-2011-BLG-293L b,1.1,,,,,,1525.5,,2012
OGLE-2017-BLG-1522L b,0.59,,,,,,238.3725,,2018
OGLE-2013-BLG-0132L b,3.6,,,,,,92.1707,,2017
HD 30669 b,2.69,1684,9.11,5400,,,149.37,,2014
OGLE-2014-BLG-0124L b,3.11,,,,,,162.09,,2015
OGLE-2011-BLG-0173L b,8,,,,,,60.3877,,2018
KMT-2019-BLG-1953L b,,,,,,,203.4112,,2020
HATS-63 b,0.04026,3.0566527,13.892,5627,1398,13.529,305.1168,0.67,2018
MOA-2015-BLG-337L b,0.24,,,,,,33.7,,2018
KMT-2017-BLG-0165L b,3.45,,,,,,34,,2018
OGLE-2016-BLG-0613L AB b,6.4,,,,,,1328.5294,,2017
HD 171238 b,2.57,1532,8.61,5440,,,864.4976,,2009
WASP-17 b,,3.73543,11.6,6550,,20.961,247.9074,,2009
OGLE-2015-BLG-0051L b,0.73,,,,,,228.8376,,2016
KMT-2018-BLG-0029L b,4.27,,,,,,7.59,,2020
HATS-44 b,0.03649,2.7439004,14.428,5080,1161,11.96,177.9848,0.56,2018
HD 133131 A c,4.49,3568,8.4,5799,,,133.4886,,2016
HD 133131 A b,1.44,649,8.4,5799,,,451.3186,,2016
HD 133131 B b,6.15,5769,8.42,5805,,,794.575,,2016
MOA-2016-BLG-227L b,1.67,,,,,,889.924,,2017
OGLE-2012-BLG-0563L b,0.9,,,,,,123,,2015
HD 15337 b,0.0522,4.75615,9.088,5125,1001,1.64,7.51,9.3,2019
HD 15337 c,0.1268,17.1784,9.088,5125,642,2.39,8.11,3.23,2019
WASP-160 B b,0.0452,3.7684952,,5298,1119,12.218,88.35674,0.284,2018
HD 47186 b,0.05,4.0845,7.626,5657,,,22.2481,,2008
HD 47186 c,2.395,1353.6,7.626,5657,,,111.42,,2008
OGLE-2018-BLG-1269L b,4.51,,,,,,212.9461,,2020
OGLE-2016-BLG-1190L b,2.17,1224,,,,,4252.5654,,2017
WASP-25 b,,3.76483,11.88,5750,,11.994,139.8452,,2010
KMT-2016-BLG-2364L b,2.63,,,,,,1249.0719,,2020
OGLE-2011-BLG-0265L b,1.89,,,,,,279.68,,2015
MOA-2010-BLG-353L b,1.72,,,,,,85.8141,,2015
MOA-2011-BLG-322L b,4.3,,,,,,3686.7,,2013
MOA-2007-BLG-192L b,0.62,,,,,,3.3,,2008
OGLE-2012-BLG-0026L b,4,,,,,,46.08535,,2012
OGLE-2012-BLG-0026L c,4.8,,,,,,273.3338,,2012
OGLE-2011-BLG-0251L b,2.72,,,,,,168.44,,2012
HD 145377 b,0.45,103.95,8.095,6014,,,1913.3366,,2008
HATS-41 b,0.0583,4.193649,12.681,6424,1710,14.908,3082.951,5.1,2018
HD 192310 b,0.32,74.72,5.73,5166,355,,16.9,,2011
HD 192310 c,1.18,525.8,5.73,5166,185,,24,,2011
OGLE-2016-BLG-1067L b,1.7,,,,,,136.6669,,2019
HD 8326 b,0.533,158.991,8.76,4914,,,66.6,,2019
PSR J2322-2650 b,0.0102,0.322964,,,,,252.64307,1.84,2017
MOA-2009-BLG-319L b,2.4,,,,,,50,,2010
HD 33283 b,0.1508,18.1991,8.05,5935,,,104.56607,,2006
HATS-65 b,0.04497,3.105161,12.497,6277,1634,16.825,260.93843,0.3,2018
TOI-172 b,0.0914,9.47725,,5645,1198,10.817,1722.6386,7.53,2019
HD 216770 b,0.46,118.45,8.094,5399,,,181.1631,,2003
HD 202772 A b,0.05208,3.308958,,6272,2132,17.318,323.23311,0.343,2019
PSR B1620-26 b,23,,,,,,794.575,,2003
MOA-2010-BLG-073L b,1.21,,,,,,3496,,2012
HD 4208 b,1.662,832.97,7.795,5717,,,257.4423,,2001
OGLE-2007-BLG-349L AB c,2.59,2557,,,,,80,,2016
HATS-13 b,0.04057,3.0440499,13.887,5523,1244,13.585,172.58169,0.377,2015
HATS-50 b,0.05046,3.8297015,14.033,5990,,12.666,123.9537,0.33,2017
WASP-61 b,,3.8559,12.5,6250,,15.805,851.7844,,2012
KMT-2016-BLG-1107L b,0.342,,,,,,1043.43589,,2019
HD 207832 b,0.586,160.07,8.78,5726,,,177.9848,,2012
HD 207832 c,2.112,1155.7,8.78,5726,,,232.0159,,2012
HD 128356 b,0.87,298.2,8.29,4875,,,282.8687,,2016
HATS-8 b,0.04667,3.583893,14.03,5679,1324,9.785,43.86054,0.259,2015
UZ For b,5.9,5840,,,,,2002.2,,2011
UZ For c,2.8,1916.25,,,,,2447.2,,2011
OGLE-2012-BLG-0838L b,4.43,,,,,,53.07761,,2020
USco1556 b,3500,,15.361,3410,2240,,4767.45,,2019
HATS-14 b,0.03815,2.7667641,13.79,5346,1276,11.646,340.39593,1.191,2015
K2-129 b,0.057,8.239493,13.63,3459.09,,1.04,,,2017
NGTS-10 b,0.0143,0.7668944,14.34,4600,1332,13.507,687.14846,1.43,2020
KMT-2019-BLG-1339L b,2.15,,,,,,397.2875,,2020
HD 77338 b,0.06,5.7361,8.591,5341,,,19.0698,,2012
USco1621 b,2880,,13.712,3460,2270,,5085.28,,2019
ROXs 12 b,210,,14.294,3850,,,5085,,2013
HATS-61 b,0.07908,7.817953,13.233,5542,1226,13.395,1080.622,2.47,2018
MOA-2010-BLG-117L b,2.9,,,,,,171.6282,,2018
HD 134987 b,0.81,258.17999,6.45,5736,,,511.7063,,1999
HD 134987 c,5.8,5000,6.45,5736,,,260,,2009
HIP 38594 c,3.805,3477.768,9.77,,,,48.4,,2020
HIP 38594 b,0.256,60.722,9.77,,,,8.1,,2020
HATS-38 b,0.05036,4.375021,12.411,5732,1294,6.882,23.51942,0.403,2020
TOI-954 b,0.04963,3.6849729,10.343,5710,1526,9.55,55.30242,0.35,2020
GJ 3293 b,0.14339,30.5987,11.962,3466,,,23.54,,2015
GJ 3293 c,0.36175,122.6196,11.962,3466,,,21.09,,2015
GJ 3293 e,0.08208,13.2543,11.962,3466,,,3.28,,2017
GJ 3293 d,0.19394,48.1345,11.962,3466,,,7.6,,2017
KMT-2017-BLG-1038L b,1.8,,,,,,635.66,,2019
K2-24 c,,42.3391,11.07,5625,,7.5,15.4,0.2,2016
K2-24 b,,20.88977,11.07,5625,,5.4,19,0.64,2016
K2-52 b,0.054,3.535055,15.037,7147,2004,18,,,2016
GJ 2056 b,0.283,69.971,10.37,,,,16.2,,2020
KMT-2016-BLG-1397L b,5.1,,,,,,2224.81,,2018
K2-37 d,0.1103,14.09189,12.52,5413,663,2.73,,,2016
K2-37 c,0.0654,6.42904,12.52,5413,861,2.75,,,2016
K2-37 b,0.0511,4.44117,12.52,5413,974,1.61,,,2016
HD 13167 b,4.1,2613,8.34,5671,,,1052.0173,,2018
SR 12 AB c,,,13.265,,,,4131.62,,2010
2MASS J01225093-2439505 b,52,,14.24,3530,,,7786.5,,2013
ROXs 42 B b,157,,,,1975,,2860,,2013
OGLE-2017-BLG-1140L b,1.02,,,,,,505.3497,,2018
HATS-3 b,0.0485,3.547851,12.44,6351,1648,15.48,340.382,0.51,2013
HATS-31 b,0.0478,3.37796,13.105,6050,1823,18.383,279.6904,0.243,2016
HD 30856 b,1.85,847,7.91,4895,,,491.68301,,2011
HATS-62 b,0.04163,3.2768837,14.015,5416,1237,11.825,56.89157,0.076,2018
OGLE-2012-BLG-0358L b,0.87,,,,,,587.96,,2013
HD 179949 b,0.0443,3.092514,6.25,6168,,,291.12,,2000
HD 4732 c,4.6,2732,5.89,4959,,,753.23,,2012
HD 4732 b,1.19,360.2,5.89,4959,,,753.23,,2012
HD 86226 b,2.73,1628,7.932,5863,176,,143.0235,,2009
HD 86226 c,0.049,3.98442,7.932,5863,1311,2.16,7.25,3.97,2020
Oph 11 b,243,7300000,,2375,2175,,4449.62,,2006
HD 98219 b,1.26,433.8,8.05,4925,,,624.21812,,2011
WASP-142 b,0.0347,2.052868,12.3,6010,2000,17.15,266.9772,0.31,2016
WASP-20 b,0.06,4.8996284,10.68,5940,1379,16.388,98.841,0.132,2015
HD 103949 b,0.439,120.878,8.69,4792,,,11.2,,2019
WASP-34 b,,4.31768,10.4,5700,,11.209,177.9848,,2010
WASP-22 b,,3.53269,12,6000,,13.787,212.9461,,2010
HATS-25 b,0.05163,4.2986432,13.097,5715,1277,14.123,194.82979,0.38,2016
HIP 79098 AB b,345,,5.86,,2450,,6515.515,,2019
HD 181342 b,1.592,564.1,7.55,4945,,,807.2882,,2009
HD 180902 b,1.4,510.9,7.78,4961,,,535.54355,,2009
K2-31 b,0.022,1.25785,10.775,5280,,11.882,563.83042,,2016
WASP-101 b,,3.58572,,6380,,16.029,162.0933,,2014
GJ 317 c,5.23,6739.323,11.97,,,,522.5,,2018
GJ 317 b,1.151,695.66,11.97,,,,557.1,,2007
HATS-1 b,0.0444,3.446459,12.053,5870,1359,14.594,589.55,1.03,2012
K2-316 c,0.0582,5.26,14.794,3436,423,1.83,,,2020
K2-316 b,0.0147,1.133,14.794,3436,841,1.33,,,2020
HD 31527 c,0.2663,51.2053,7.49,5898,,,14.16,,2019
HD 31527 d,0.8098,271.6737,7.49,5898,,,11.82,,2019
HD 31527 b,0.1254,16.5535,7.49,5898,,,10.47,,2019
HD 98649 b,6.57,6022.9725,8,5790,,,2158.0657,,2012
HATS-36 b,0.0523,4.175186,14.386,5950,1203,12.92,,,2018
KMT-2016-BLG-2397L b,3.64,,,,,,835.8929,,2020
K2-38 c,0.0964,10.56103,11.39,5757,858,2.42,9.9,3.6,2016
K2-38 b,,4.01593,11.39,5757,,1.906,19.0698,,2016
K2-201 c,,22.779878,12.809,5507,,3.286,,,2018
K2-201 b,,1.05979,12.809,5507,,1.4,,,2018
HIP 12961 b,0.25,57.435,10.24,3901,,,114.4188,,2010
HATS-37 A b,0.04913,4.3315366,12.266,5326,1085,6.793,31.46517,0.55,2020
WASP-6 b,,3.36101,11.9,5450,,11.545,117.5971,,2009
HATS-2 b,0.023,1.354133,13.562,5227,1577,13.092,427.463,1.05,2013
HATS-4 b,0.0362,2.516729,13.459,5403,1315,11.433,420.471,1.55,2014
HIP 5158 b,0.89,345.72,10.167,4962,,,451,,2009
HIP 5158 c,7.7,9017.76,10.167,4962,,,4780.1632,,2011
HD 224693 b,0.191,26.6904,8.23,5894,,,222.481,,2006
K2-202 b,,3.405164,13.297,5491,,2.302,,,2018
HATS-11 b,0.0507,3.619188,14.018,6563,1596,18.03,,,2016
HATS-59 b,0.06112,5.416081,13.951,5670,1128,12.621,256.17098,0.7,2018
HATS-59 c,2.504,1422,13.951,5670,176,,4036.441,,2018
K2-287 b,0.1206,14.893291,11.41,5695,804,9.494,100.11645,,2018
HD 60532 b,0.77,201.9,4.44,6245,,,336.8998,,2008
HD 60532 c,1.6,600.1,4.44,6245,,,797.7533,,2008
K2-107 b,0.0475,3.313959,12.92,6061,1649,15.98,,,2017
K2-280 b,0.1488,19.895202,12.536,5742,744,7.67,,,2018
HATS-10 b,0.04491,3.312846,13.113,5880,1407,10.862,167.17858,0.7,2015
WASP-147 b,0.0549,4.60273,,5702,1404,12.498,87.40325,0.263,2018
KMT-2018-BLG-1990L b,0.763,,,,,,110.60484,,2019
WASP-78 b,,2.17518,12,6100,,21.633,352.7913,,2012
HD 95872 b,5.15,4375,9.895,5312,,,1188.6842,,2015
HIP 78530 b,740,,7.192,10500,2700,,7300,,2010
HATS-45 b,0.05511,4.1876244,13.307,6450,1518,14.415,222.481,0.41,2018
GJ 229 A c,0.339,121.995,8.14,,,,7.268,,2020
GJ 229 b,0.898,526.115,8.14,,,,8.478,,2014
HD 221416 b,0.1228,14.2767,8.146,5080,,9.17,60.5,0.431,2019
HD 204313 c,0.2099,34.905,7.99,5783,,,17.6,,2015
HD 204313 b,3.07,1920.09998,7.99,5783,,,1099.6918,,2010
GJ 357 c,0.061,9.1247,10.92,3505,401,,3.4,,2019
GJ 357 b,0.035,3.93072,10.92,3505,525,1.217,1.84,5.6,2019
GJ 357 d,0.204,55.661,10.92,3505,220,,6.1,,2019
HATS-5 b,0.0542,4.763387,12.63,5304,1025,10.223,75.323,0.39,2014
HATS-32 b,0.04024,2.8126548,14.384,5700,1437,14,292.4036,0.58,2016
HATS-7 b,0.04012,3.185315,13.34,4985,1084,6.311,38.1396,0.83,2015
1RXS J160929.1-210524 b,330,,,4060,1700,,3000,,2008
K2-317 b,0.0542,6.22,16.4,3387,432,2.93,,,2020
WASP-166 b,0.0641,5.44354,,6050,1270,7.062,32.10083,0.54,2019
HD 204941 b,2.55,1733,8.45,5026,,,73.1009,,2011
GJ 160.2 b,0.053,5.2354,9.68,4347,,,10.2,,2014
HD 18742 b,1.82,766,7.81,4940,,,1080.622,,2011
HD 202206 c,2.41,1260,8.08,5760,,,5689.157,,2004
WASP-170 b,0.0337,2.34478022,,5600,1422,12.285,508.528,1.6,2018
GSC 06214-00210 b,320,,12.375,4200,2300,,5000,,2010
WASP-53 c,3.73,2840,,4953,,,5196.5205,,2017
WASP-53 b,0.04101,3.3098443,,4953,1053,12.038,677.61356,2.28,2017
HD 155233 b,2,818.8,6.818,4960,,,826.358,,2015
HD 220689 b,3.396,2266.4,7.795,5921,,,355.33394,,2012
WASP-140 b,0.0323,2.2359835,11.1,5260,1320,16.141,775.5052,1.1,2016
K2-53 b,0.098,12.20772,11.888,5263,665,2.6,,,2016
HD 104067 b,0.26,55.806,7.93,4937,,,50.8528,,2009
WASP-16 b,,3.1186,,5700,,13.675,394.1092,,2009
HD 25015 b,6.19,6019.32,8.87,5160,,,1423.8784,,2019
TOI-942 c,0.0847,10.15643,11.962,4928,,5.79,794.575,,2020
TOI-942 b,0.04796,4.32419,11.962,4928,,4.81,826.358,,2020
K2-233 b,0.03317,2.46746,10.726,4950,1040,1.398,,,2018
K2-233 c,0.06687,7.06142,10.726,4950,728,1.335,,,2018
K2-233 d,0.1527,24.3662,10.726,4950,482,2.64,,,2018
K2-290 c,0.305,48.36685,11.114,6302,676,11.276,246.00042,1.01,2019
K2-290 b,0.0923,9.21165,11.114,6302,1230,3.06,10.9,4.1,2019
HATS-9 b,0.0312,1.915291,13.276,5599,1746,13.85,,,2015
K2-315 b,,3.1443189,17.67,3300,460,0.95,,,2020
WASP-67 b,,4.61442,12.5,5200,,12.89,136.6669,,2012
HD 1666 b,0.94,270,8.17,6317,,,2040,,2015
HD 39855 b,0.041,3.2498,7.47,5576,,,8.5,,2019
K2-130 b,0.032,2.49412,12.759,4356.47,,1.25,,,2017
HD 9174 b,2.2,1179,8.4,5577,,,352.7913,,2016
K2-32 b,0.08035,8.991828,12.31,,,4.96,,,2016
K2-32 d,0.1862,31.7142,12.31,,,3.27,,,2016
K2-32 c,0.1399,20.66186,12.31,,,2.74,,,2016
K2-32 e,0.04951,4.34882,12.31,,,1.01,,,2019
WASP-185 b,0.0904,9.38755,,5900,1160,14.011,311.4734,0.66,2019
HD 11506 b,2.9,1622.1,7.51,6030,,,1535.1189,,2007
HD 11506 c,0.774,223.41,7.51,6030,,,129.67464,,2008
HATS-15 b,0.02712,1.74748753,14.774,5311,1505,12.386,689.6911,1.97,2016
HATS-12 b,0.0441,3.142702,12.756,6357,1446,7.76,,,2016
NGTS-9 b,0.058,4.43527,12.8,6330,1448,11.994,921.707,2.93,2019
HD 156846 b,1.12,359.51001,6.506,6090,,,3391.2461,,2007
K2-33 b,,5.424865,15.714,3540,,5.04,1175.971,,2016
WASP-68 b,,5.0843,10.7,5910,,14.796,343.2564,,2014
HIP 54373 c,0.099,15.144,10.38,4021,,,12.44,,2019
HIP 54373 b,0.063,7.76,10.38,4021,,,8.62,,2019
WASP-83 b,0.059,4.971252,12.9,5510,1120,11.657,95.349,0.35,2015
7 CMa c,2.153,996,3.92,4826,,,276.5121,,2019
7 CMa b,1.758,735.1,3.92,4826,,,587.9855,,2011
HATS-57 b,0.03493,2.350621,12.344,5587,1413,12.767,1000.21101,2.65,2019
WASP-31 b,0.04659,3.4059096,11.7,6302,,17.363,151.916,0.172,2010
HATS-6 b,0.03623,3.3252725,15.16,3724,713,11.187,101.38777,0.399,2015
WASP-89 b,0.0427,3.3564227,13.1,5130,1120,11.657,1875.197,7,2015
HIP 79431 b,0.36,111.7,11.34,3368,,,667.415,,2009
HD 141937 b,1.5,653.21997,7.25,5870,,,3079.7727,,2002
USco CTIO 108 b,670,,,2700,,,4449.62,,2008
61 Vir d,0.476,123.01,4.74,5577,,,22.9,,2009
61 Vir b,0.050201,4.215,4.74,5577,,,5.1,,2009
61 Vir c,0.2175,38.021,4.74,5577,,,18.2,,2009
K2-167 b,,9.977481,8.239,5908,,2.819,,,2018
K2-139 b,0.1796,28.380619,11.653,5370,524,9.11,,,2017
K2-240 b,0.0513,6.034,13.392,3810,586,2,,,2018
K2-240 c,0.1159,20.523,13.392,3810,389,1.8,,,2018
GJ 180 d,0.309,106.3,10.91,,,,7.56,,2020
GJ 180 b,0.092,17.133,10.91,,,,6.49,,2014
GJ 180 c,0.129,24.329,10.91,,,,6.4,,2014
GJ 1265 b,0.026,3.6511,13.57,3236,,,7.4,,2018
WASP-162 b,0.0871,9.62468,,5300,910,11.209,1652.716,6.9,2018
EPIC 212297394 b,,2.28943,14.423,,,1.323,,,2019
K2-318 b,0.0911,7.01,15.269,3851,456,1.66,,,2020
K2-54 b,0.0671,9.7843,14.042,3798,,1.15,,,2016
WASP-55 b,,4.46563,11.8,5900,,14.908,193.8763,,2012
HD 125612 d,4.06,2835,8.31,5841,,,2313.8024,,2009
HD 125612 c,0.0524,4.15514,8.31,5841,,,17.48065,,2009
HD 125612 b,1.372,557.04,8.31,5841,,,985.273,,2007
HD 86950 b,2.72,1270,7.459,4805,,,1144.188,,2016
HD 212771 b,1.19,380.7,7.6,5003,,,759.6137,,2009
K2-55 b,0.03486,2.849258,13.546,4456,,3.82,,,2016
WASP-141 b,0.0469,3.310651,12.4,5900,1540,13.563,854.9627,1.98,2016
WASP-165 b,0.04823,3.465509,,5599,1624,14.123,209.13214,0.44,2018
HATS-72 b,0.066517,7.3279474,12.469,4656.1,739,8.097,39.85588,0.411,2020
YZ Cet d,0.02764,4.65627,12.074,3056,,,1.14,,2017
YZ Cet c,0.0209,3.06008,12.074,3056,,,0.98,,2017
YZ Cet b,0.01557,1.96876,12.074,3056,,,0.75,,2017
WASP-49 b,,2.78174,11.36,5600,,12.442,117.5971,,2012
K2-286 b,0.1768,27.359,12.763,3926,347,2.1,,,2018
EPIC 249893012 b,0.047,3.5951,11.428,5430,1616,1.95,8.75,6.39,2020
EPIC 249893012 c,0.13,15.624,11.428,5430,990,3.67,14.67,1.62,2020
EPIC 249893012 d,0.22,35.747,11.428,5430,752,3.94,10.18,0.91,2020
LTT 1445 A b,0.03807,5.35882,11.22,3337,433,1.38,2.2,4.4,2019
LP 791-18 c,0.029392,4.989963,16.9,2960,370,2.31,,,2019
LP 791-18 b,0.00969,0.948005,16.9,2960,650,1.12,,,2019
EPIC 205950854 c,,8.050722,12.291,5502.7,961,1.31,,,2019
K2-168 b,,15.8523,12.291,5502.7,766,1.86,,,2018
GJ 3138 b,0.0197,1.22003,10.98,3717,,,1.78,,2017
GJ 3138 c,0.057,5.974,10.98,3717,,,4.18,,2017
GJ 3138 d,0.698,257.8,10.98,3717,,,10.5,,2017
BD-17 63 b,1.34,655.6,9.566,4714,,,1620.9,,2008
K2-277 b,0.0675,6.326763,10.364,5741,958,2.07,,,2018
tau Cet f,1.334,636.13,3.5,,,,3.93,,2017
tau Cet e,0.538,162.87,3.5,,,,3.93,,2017
tau Cet h,0.243,49.41,3.5,,,,1.83,,2017
tau Cet g,0.133,20,3.5,,,,1.75,,2017
HD 86264 b,2.86,1475,7.407,6210,,,2224.81,,2009
K2-289 b,0.107,13.156969,14.465,5529,753,9.1,,,2019
K2-231 b,,13.841901,12.708,5695,,2.5,,,2018
LHS 1140 b,0.0936,24.736959,14.18,3216,235,1.727,6.98,7.5,2017
LHS 1140 c,0.02675,3.777931,14.18,3216,438,1.282,1.81,4.7,2018
WASP-26 b,,2.7566,,6034,,13.563,270.1555,,2010
